epoch,train_losses,train_accs,val_losses,val_accs
1,2.4524637454562717,9.97,2.4528286979675293,10.28
2,2.899952027553982,14.2,2.8863931674957275,13.88
3,2.905584154044257,18.54,2.9167552558898926,19.1
4,2.417059886042277,30.44,2.439011431503296,29.7
5,2.0749468857659235,38.23,2.117962999343872,37.74
6,2.494476948504978,37.05,2.5901469413757323,35.1
7,2.207704700279236,40.93,2.3028360671997072,38.9
8,1.9783724365234374,51.52,2.2054971763610838,47.78
9,2.125508779250251,52.27,2.447854792022705,48.94
10,1.6355128154648675,59.99,1.9911303676605225,54.28
11,1.2481303617583381,65.97,1.6016080883026123,59.06
12,1.258898100815879,67.74,1.7238236568450929,58.86
13,1.1946507260640462,69.79,1.7036104438781738,60.46
14,0.9950692264212503,71.75,1.4361784070968628,61.94
15,1.0867479792065091,72.18,1.6818425939559936,61.46
16,0.9054056121932136,75.24,1.5145498691558839,63.48
17,0.8836208300511043,75.97,1.4817216506958009,64.04
18,0.7090234733939171,79.51,1.328768824005127,66.34
19,0.6458101894146866,81.5,1.3159171802520753,67.26
20,0.6769855225536558,80.77,1.379580249786377,66.46
21,0.5440388847470283,84.64,1.2909912939071655,68.72
22,0.582274746325281,84.69,1.4454719955444335,67.34
23,0.5104260799977515,86.03,1.3494092425346373,68.0
24,0.6654954785373476,81.27,1.4574322891235352,65.32
25,0.5744547495338652,84.73,1.4847518110275268,66.78
26,0.42391187748081155,88.1,1.3254579129219055,68.78
27,0.4440469136350685,87.95,1.3921469158172608,68.56
28,0.43891155132452647,87.64,1.333677063369751,68.66
29,0.3432201439685292,90.12,1.308497444629669,69.44
30,0.2995713655551275,91.93,1.3250728233337403,70.3
31,0.33551275517717005,91.36,1.4028686517715454,69.74
32,0.2903784875581662,91.48,1.2826227821350098,69.86
33,0.23898889982004962,93.06,1.2312913752555847,70.56
34,0.20186924049071966,94.21,1.3165979410171509,70.02
35,0.1912878647590056,94.42,1.3902646396636964,70.2
36,0.18142545633597507,94.78,1.344367252922058,70.7
37,0.19812939495146276,94.4,1.4465462850570678,70.42
38,0.20289219999321634,94.32,1.4235512544631959,70.36
39,0.18476615063465304,94.75,1.3769196767807006,70.48
40,0.1652313921880391,95.12,1.4043106855392455,70.72
41,0.20460502619975143,94.11,1.3959765151023864,70.62
42,0.16881803429321282,94.95,1.3700768233299256,71.32
43,0.14396060560690238,95.84,1.4020798641204835,71.82
44,0.11586099854972627,97.04,1.4643536947250366,71.26
45,0.18225753680434492,94.97,1.370049033355713,71.32
46,0.1227229248351521,96.52,1.3525643762588502,71.82
47,0.1152234443505605,96.69,1.3811222816467286,71.42
48,0.09126229840318362,97.56,1.3518064670562744,71.38
49,0.07434049970077143,98.02,1.4342728281021118,71.76
50,0.08227235149757729,97.65,1.4234601957321167,71.18
51,0.0740117184119092,98.14,1.4911099796295166,71.86
52,0.1498878069010046,95.37,1.380834474182129,70.14
53,0.0996790687263012,97.47,1.4142487142562867,71.82
54,0.07392615367521842,98.13,1.4694958984375,71.4
55,0.07286098821775781,98.3,1.508299249649048,71.78
56,0.0676505514976879,98.41,1.536611406326294,72.16
57,0.07678326585702598,98.18,1.5650153339385986,71.94
58,0.07108615441098809,98.19,1.4980047237396241,71.32
59,0.06330061586110128,98.43,1.5495423198699951,70.88
60,0.053483204192005925,98.64,1.5822219520568848,71.02
61,0.05206177432396346,98.71,1.6156969593048096,71.42
62,0.05466665173458556,98.81,1.6498584125518798,71.04
63,0.04586464866755737,98.95,1.6333528408050537,71.44
64,0.03982808171427912,99.07,1.643913988494873,71.62
65,0.04885433992714518,98.91,1.6662266639709473,71.18
66,0.05204478329726391,98.98,1.6617461517333985,71.56
67,0.06498327857804381,98.87,1.7236649864196778,71.36
68,0.051121718253774776,99.03,1.695419915008545,71.34
69,0.06683094584138857,98.91,1.7596298393249512,71.56
70,0.06325444861716695,98.94,1.7545053733825684,71.34
71,0.05106964358025127,98.75,1.6532399787902832,71.06
72,0.0541435442029602,98.91,1.6786303892135621,71.74
73,0.03909272370133549,99.07,1.663323525619507,72.12
74,0.0448724403521046,99.06,1.6786826684951783,71.92
75,0.06129264258634713,98.88,1.744617975616455,71.72
76,0.05284065816100273,99.0,1.715902811050415,71.6
77,0.03955477876615607,99.19,1.7245513450622558,71.9
78,0.036429133001156154,99.23,1.7126902750015258,72.0
79,0.04323012637785739,99.15,1.730624292564392,71.86
80,0.06869227916898413,98.9,1.7751240571975708,71.58
81,0.07154743432187372,98.13,1.4841929531097413,71.82
82,0.06502511063946619,98.73,1.6324767008781433,71.82
83,0.05469137848777075,98.97,1.6469070024490355,72.32
84,0.053409366255046595,99.03,1.6387152755737304,72.34
85,0.05838069224100974,99.02,1.692931683731079,72.14
86,0.05226597975662185,98.91,1.6879725088119506,72.04
87,0.04990939889844093,99.02,1.7055778945922853,72.1
88,0.04898136510261231,99.15,1.711219069480896,72.0
89,0.04420389647307909,99.19,1.677482698059082,72.1
90,0.04422934628298713,99.19,1.7131650402069092,72.12
91,0.035976830966987956,99.32,1.714438864517212,72.26
92,0.04725217146283636,99.23,1.7484704204559327,72.04
93,0.045088301578878116,99.26,1.7738196491241456,72.32
94,0.05356159841490703,99.19,1.7937433294296266,72.16
95,0.04021296403249208,99.33,1.7636399332046508,72.44
96,0.03729152604044519,99.35,1.7583337017059326,72.44
97,0.04689170264090515,99.29,1.7877188312530519,72.28
98,0.04622289113713842,99.27,1.8084382995605468,72.32
99,0.04613268940122281,99.29,1.8198808162689208,72.14
100,0.03847276142089007,99.35,1.8176185203552246,72.4
