epoch,train_losses,train_accs,val_losses,val_accs
1,6.335577073669434,16.79,6.4897073608398435,16.18
2,3.320672808074951,31.21,3.5353091819763183,28.94
3,2.495224310896132,44.79,2.8277857891082765,39.58
4,1.9304150352901883,53.16,2.2730868560791015,47.32
5,2.010995991728041,52.77,2.4192493148803713,46.14
6,1.6011831666734484,60.43,2.116933547592163,51.03
7,1.631322446017795,60.92,2.196047551727295,50.99
8,1.338449546262953,67.14,1.9801274152755737,54.69
9,1.4326082297431098,64.48,2.0446627351760864,53.07
10,1.3429376950158014,66.76,2.068435883331299,53.87
11,1.0882684384240044,73.15,1.9115849458694458,58.17
12,1.388832051595052,66.42,2.2327954734802247,52.74
13,1.2736985971238879,68.31,2.099255737876892,54.31
14,1.1504425247192382,71.06,2.018836185455322,55.46
15,1.029577228588528,73.77,1.9443910999298095,56.98
16,1.0941594110065036,72.02,2.0061495029449463,55.31
17,1.084889108996921,71.8,2.0472333086013794,54.73
18,0.9120396725972494,75.64,1.9117303440093993,57.24
19,0.8702707478205363,76.75,1.9403824905395508,58.26
20,0.8826632574505276,76.79,2.0806230165481567,56.22
21,0.6246267015139262,83.07,1.818164852142334,60.54
22,0.5112137512895796,85.91,1.7043267984390258,62.44
23,0.5408878378868103,85.42,1.7731321432113647,61.18
24,0.6572688096894158,82.1,1.9309257572174072,58.41
25,0.6620771813286676,81.63,1.8827438451766967,58.8
26,0.706065827009413,80.43,1.9578066774368286,58.36
27,0.7291396831512451,79.84,2.0705789672851562,56.84
28,0.6076989725854661,82.65,1.9299076808929443,58.74
29,0.5419546498934428,84.5,1.9149331993103027,58.87
30,0.4221878370708889,87.94,1.8989167907714843,61.15
31,0.4636690002070533,86.81,1.9275469602584838,59.68
32,0.4452923502286275,87.4,1.9303929210662842,60.42
33,0.35999460601806643,89.8,1.86549568901062,61.02
34,0.6421452063772414,82.02,2.229083480834961,57.19
35,0.6159371230867174,82.44,2.1752828338623047,56.56
36,0.28946006788942547,91.38,1.8768401271820068,61.67
37,0.2757813534975052,91.92,1.8324953022003174,62.27
38,0.21668539566463893,93.57,1.856665988922119,61.8
39,0.16146662804351913,95.27,1.7937178958892823,63.75
40,0.21353314976029925,93.59,1.9271342136383056,61.78
41,0.24473239398267535,92.64,1.9649498477935792,61.53
42,0.2304872463186582,93.12,1.9130507579803466,60.87
43,0.14274253666996956,95.73,1.8267541791915893,63.07
44,0.07902200020253658,97.67,1.7853777408599854,65.08
45,0.07012442704985539,98.06,1.7362638339996337,65.03
46,0.06147633507193791,98.28,1.7760638423919677,65.03
47,0.05544467053521011,98.45,1.7677750965118408,65.11
48,0.059579715715017585,98.4,1.7958275257110596,64.56
49,0.04540640532614456,98.79,1.7689514934539794,65.03
50,0.04270886488142941,98.9,1.7809194742202759,64.87
