epoch,train_losses,train_accs,val_losses,val_accs
1,2.4721034134758844,10.82,2.474629776763916,10.24
2,2.9511067509969076,15.41,2.9557167045593262,15.68
3,2.464458515485128,26.0,2.481093432235718,25.96
4,2.6397092658784653,29.49,2.659679415893555,28.58
5,2.4185459911558365,34.96,2.4513479232788087,34.44
6,2.7654229675716824,34.66,2.8452101669311523,33.94
7,2.617278265656365,38.84,2.735349296569824,37.6
8,2.1684256325827707,48.31,2.3873654251098633,44.7
9,1.91972211605178,56.14,2.25491764755249,52.14
10,1.8925114656130473,54.52,2.23192142868042,49.16
11,1.2560735034412809,66.21,1.631895162010193,58.6
12,1.1604378274069893,67.75,1.5771161584854125,59.66
13,1.245599412536621,68.4,1.7495113780975342,59.0
14,0.9975289632108476,71.57,1.4949979969024658,61.2
15,0.9636518116950988,74.29,1.5747829162597655,62.62
16,0.9401207557996114,74.54,1.579236429977417,63.08
17,0.953481735165914,73.61,1.59578269405365,62.54
18,0.6989090879016452,79.37,1.3389405235290528,65.14
19,0.8188872510221269,76.46,1.4971188863754272,62.7
20,0.7609879322369894,78.39,1.4983579402923584,64.1
21,0.6023776275078455,82.56,1.3933919498443603,65.86
22,0.6144315175427331,83.9,1.5174994136810303,65.76
23,0.6152621119472715,83.44,1.5289801197052002,65.8
24,0.5557451982829306,84.35,1.4709287548065186,65.3
25,0.4832906105796496,86.03,1.4395231298446656,66.24
26,0.36157265143262013,89.59,1.3514676763534546,68.82
27,0.38679010373854805,89.46,1.4496266681671142,68.0
28,0.4078397794491715,88.1,1.3886074417114258,67.32
29,0.31720325802432164,90.82,1.3503555418014526,69.02
30,0.29204404575940635,91.8,1.3883926761627197,70.08
31,0.3177502001220153,91.7,1.5158849933624268,68.16
32,0.2831503179528647,91.72,1.3308191886901855,69.16
33,0.23433784591555595,93.0,1.2547235690116882,68.94
34,0.1891160262700584,94.46,1.3940174461364747,69.84
35,0.19995896699080865,94.07,1.4129064573287964,69.94
36,0.18811339563164445,94.57,1.4064049421310425,69.9
37,0.2032830357816484,94.31,1.575531126308441,69.32
38,0.22419214061366188,93.2,1.4913668062210084,69.34
39,0.19535220806863574,94.0,1.4072926403045654,69.76
40,0.12651350302762454,96.32,1.4245225048065187,70.5
41,0.2130676345805327,93.62,1.5307935787200928,69.28
42,0.16133308750523462,95.08,1.435837165260315,69.7
43,0.12805469243011128,96.33,1.4103687099456788,70.88
44,0.11662193879816267,96.87,1.5364709093093871,70.98
45,0.15127899431967073,95.64,1.4721046556472779,69.94
46,0.10412286092076037,97.14,1.451236287689209,71.32
47,0.11468180929955302,96.91,1.5675994312286377,70.06
48,0.09415279288956274,97.25,1.463284316444397,70.68
49,0.0707067170984629,98.14,1.4954866121292114,71.06
50,0.08840758666333018,97.51,1.4931062816619873,70.72
51,0.06726897239825792,98.26,1.5286085636138915,71.42
52,0.09935463955551387,97.84,1.5764760814666747,71.2
53,0.08271293956223462,97.98,1.5564634119033813,71.28
54,0.06781658961664265,98.4,1.6055392272949218,71.36
55,0.0687806462562436,98.56,1.6232246538162232,71.1
56,0.0655653646178647,98.65,1.650519225883484,71.2
57,0.0652797313458131,98.54,1.7101562288284302,70.38
58,0.071738831561928,98.25,1.6513594375610352,71.16
59,0.061861520838427046,98.64,1.6613104442596436,71.12
60,0.05277282942456918,98.77,1.6798965896606446,70.74
61,0.05426926044601067,98.78,1.7309135149002075,70.64
62,0.060698984135175126,98.86,1.7489912452697753,71.0
63,0.048555825361086886,98.99,1.7361411966323852,70.94
64,0.043386426735519325,99.04,1.7469350410461426,71.16
65,0.05456176796581907,98.91,1.771101308631897,71.38
66,0.06402830158754562,98.91,1.815932329940796,70.96
67,0.08025895603682535,98.84,1.8566194566726684,71.0
68,0.05608286129838994,98.99,1.8227993890762328,71.06
69,0.07641721173929206,98.85,1.878392989730835,70.7
70,0.07625177326497311,98.88,1.8880221641540527,70.74
71,0.05466279301703907,99.06,1.8351502140045166,71.12
72,0.05946859448592489,99.06,1.866209843826294,70.98
73,0.041102309638996505,99.2,1.8260094560623168,71.14
74,0.05251327006441489,99.1,1.848910456085205,71.22
75,0.07095531076757858,98.98,1.926005835723877,70.9
76,0.06299354614276025,99.02,1.911110743522644,70.88
77,0.046000365404179316,99.2,1.8818621545791625,70.9
78,0.04228559728618064,99.25,1.8712892135620116,71.14
79,0.05142271146809993,99.16,1.8930557872772216,71.12
80,0.0822609825616211,98.91,1.9798267585754394,70.62
81,0.05460574994253822,98.84,1.7170839786529541,70.9
82,0.07598567741560336,98.76,1.8312207489013672,70.48
83,0.056185361045992206,99.0,1.8282638298034668,70.58
84,0.05276550783348373,99.12,1.8218451141357421,70.44
85,0.05704304334413674,99.05,1.8561230297088622,70.64
86,0.04846979954861518,99.22,1.8279188554763794,70.9
87,0.0536486757786841,99.17,1.8731755561828614,70.66
88,0.05546456592491725,99.17,1.8701640098571777,70.82
89,0.04800346207188753,99.22,1.8592896940231323,71.0
90,0.050545522531923945,99.19,1.8922688106536865,70.72
91,0.040713477532565594,99.3,1.850017468070984,70.86
92,0.052380862511171855,99.2,1.909689456176758,70.86
93,0.05176273326974672,99.23,1.9126429988861084,70.8
94,0.06085061440681004,99.14,1.9543325687408448,70.86
95,0.04284676150308611,99.33,1.8884536251068116,70.88
96,0.041188695258794664,99.33,1.881254059791565,71.04
97,0.05101449546005266,99.24,1.943683018875122,70.72
98,0.04561523169068516,99.29,1.911084803390503,70.74
99,0.04805545227872208,99.28,1.9316352962493897,70.8
100,0.043137072025575776,99.34,1.9477869018554688,70.98
