epoch,train_losses,train_accs,val_losses,val_accs
1,3.0924202225579154,29.66,3.1738513381958007,28.11
2,1.8781029375712077,53.6,2.0759882566452026,48.82
3,1.4672814370473226,62.87,1.727673751449585,56.85
4,1.2885657769097223,67.17,1.5953178405761719,60.03
5,1.1709389729817707,70.18,1.5314075944900514,62.46
6,1.080171736907959,72.23,1.4779314437866211,63.47
7,0.9960134236812591,74.51,1.44419343624115,64.68
8,0.940800013478597,76.04,1.4405977144241333,65.14
9,0.8689255966186523,77.33,1.3655267804145812,66.81
10,0.8082870684305827,78.89,1.3679098264694214,67.12
11,0.7497375459671021,80.67,1.3627041171073913,67.46
12,0.7133750347720252,81.56,1.3559897159576415,67.73
13,0.6760915757868025,82.58,1.3473014629364013,68.28
14,0.661000746430291,82.97,1.3870354835510255,67.93
15,0.6133942198488448,84.44,1.3609768592834472,68.38
16,0.5967469248586231,85.05,1.374800127029419,67.93
17,0.5482237953570154,85.79,1.3401666748046874,69.01
18,0.5273086871703466,86.07,1.33200611076355,68.68
19,0.4917218417253759,87.26,1.3528697216033936,69.28
20,0.4681853811370002,88.01,1.3568899648666382,68.88
21,0.4811539010034667,87.57,1.3794622392654419,68.64
22,0.4305574040850004,88.87,1.3779354146957397,69.27
23,0.4095968620406257,89.3,1.364611498260498,69.04
24,0.37648994126849705,90.35,1.359002026939392,69.13
25,0.3231884820232789,91.84,1.3491832166671753,69.73
26,0.31989334674278896,91.98,1.3480252277374267,69.65
27,0.30899445792900193,92.21,1.3596338121414184,69.94
28,0.2888962042278714,92.77,1.384750012397766,69.57
29,0.24991171478182078,93.96,1.3680226118087768,70.29
30,0.26472649388247066,93.51,1.3724590768814087,69.51
31,0.22596220455881622,94.64,1.3727416568756103,69.93
32,0.213663076900608,94.98,1.3705901586532592,70.37
33,0.21168747059272394,95.05,1.3782601678848267,70.31
34,0.21124944393585127,95.11,1.37042878742218,70.43
35,0.2454256756481197,94.19,1.4021923511505128,69.8
36,0.2120131919172075,95.22,1.420584323501587,70.22
37,0.19756771347398558,95.63,1.4155160903930664,70.18
38,0.19708758331818713,95.6,1.3872817943572997,70.09
39,0.18168996271987756,96.05,1.4025414541244507,70.53
40,0.17796304628464082,96.16,1.401961488342285,70.52
41,0.1728145259424216,96.32,1.4143792652130127,70.46
42,0.17298505291342736,96.35,1.4110003107070923,70.48
43,0.16679173335499234,96.51,1.4104450273513793,70.72
44,0.16664988850520718,96.57,1.4324238426208495,70.27
45,0.16396182597569292,96.61,1.416471340560913,70.6
46,0.16220892457299763,96.67,1.423453074836731,70.62
47,0.16036224080063402,96.72,1.420853017616272,70.73
48,0.16010294832351307,96.72,1.4264701120376586,70.76
49,0.15851916050720546,96.77,1.4275695035934448,70.77
50,0.15908545501575702,96.78,1.431633563041687,70.86
